Date,Delivered,Sales,code_dept
09-2015,55856.0,33021.0,69
10-2015,61506.0,34653.0,69
11-2015,63309.0,35485.0,69
12-2015,60471.0,34711.0,69
01-2016,55187.0,32445.0,69
02-2016,55631.0,31314.0,69
03-2016,56328.0,32345.0,69
04-2016,51887.0,29248.0,69
05-2016,45669.0,28386.0,69
06-2016,48785.0,29574.0,69
07-2016,45467.0,24530.0,69
08-2016,35528.0,21054.0,69
09-2016,50035.0,28901.0,69
10-2016,54903.0,30124.0,69
11-2016,58265.0,33963.0,69
12-2016,53830.0,31580.0,69
01-2014,2387.0,890.0,70
02-2014,2058.0,809.0,70
03-2014,2346.0,1055.0,70
04-2014,2233.0,1058.0,70
05-2014,2406.0,982.0,70
06-2014,2217.0,967.0,70
07-2014,2691.0,1163.0,70
08-2014,2857.0,1354.0,70
09-2014,2489.0,1031.0,70
10-2014,2119.0,947.0,70
11-2014,2007.0,837.0,70
12-2014,2093.0,849.0,70
01-2015,2336.0,984.0,70
02-2015,1992.0,787.0,70
03-2015,1987.0,855.0,70
04-2015,1974.0,835.0,70
05-2015,1843.0,790.0,70
06-2015,2020.0,920.0,70
07-2015,2370.0,1092.0,70
08-2015,2561.0,1221.0,70
09-2015,2533.0,987.0,70
10-2015,2271.0,929.0,70
11-2015,2377.0,896.0,70
12-2015,1928.0,833.0,70
01-2016,1840.0,776.0,70
02-2016,1880.0,727.0,70
03-2016,1808.0,750.0,70
04-2016,1742.0,711.0,70
05-2016,1894.0,743.0,70
06-2016,2034.0,804.0,70
07-2016,2174.0,971.0,70
08-2016,2396.0,1102.0,70
09-2016,2167.0,854.0,70
10-2016,2188.0,823.0,70
11-2016,2316.0,861.0,70
12-2016,2188.0,769.0,70
01-2014,11699.0,5200.0,71
02-2014,10071.0,4708.0,71
03-2014,12135.0,6112.0,71
04-2014,12073.0,6261.0,71
05-2014,12467.0,6170.0,71
06-2014,10955.0,5671.0,71
07-2014,15927.0,8267.0,71
08-2014,17476.0,9189.0,71
09-2014,15110.0,6956.0,71
10-2014,13104.0,6197.0,71
11-2014,11454.0,5134.0,71
12-2014,12254.0,5341.0,71
01-2015,13201.0,5743.0,71
02-2015,10299.0,5089.0,71
03-2015,10833.0,5078.0,71
04-2015,11310.0,5458.0,71
05-2015,10679.0,5191.0,71
06-2015,11567.0,5278.0,71
07-2015,13757.0,6957.0,71
08-2015,15336.0,7803.0,71
09-2015,14162.0,6042.0,71
10-2015,13906.0,5672.0,71
11-2015,13286.0,5065.0,71
12-2015,10784.0,4976.0,71
01-2016,10199.0,4245.0,71
02-2016,10032.0,4337.0,71
03-2016,10347.0,4675.0,71
04-2016,10251.0,4847.0,71
05-2016,10227.0,4938.0,71
06-2016,10746.0,5131.0,71
07-2016,12495.0,6392.0,71
08-2016,13430.0,7243.0,71
09-2016,11894.0,5303.0,71
10-2016,12618.0,5401.0,71
11-2016,12802.0,5247.0,71
12-2016,11199.0,4948.0,71
01-2014,9930.0,4880.0,72
02-2014,9263.0,4500.0,72
03-2014,10350.0,5295.0,72
04-2014,9788.0,5448.0,72
05-2014,9652.0,4981.0,72
06-2014,9290.0,4706.0,72
07-2014,10486.0,5549.0,72
08-2014,9590.0,5438.0,72
09-2014,10320.0,5586.0,72
10-2014,10072.0,5128.0,72
11-2014,9447.0,4667.0,72
12-2014,9923.0,5212.0,72
01-2015,10417.0,5480.0,72
02-2015,8670.0,4589.0,72
03-2015,9690.0,4452.0,72
04-2015,8964.0,4480.0,72
05-2015,8676.0,4321.0,72
06-2015,9248.0,4523.0,72
07-2015,9379.0,4724.0,72
08-2015,9134.0,4689.0,72
09-2015,9371.0,4536.0,72
10-2015,11203.0,4671.0,72
11-2015,10748.0,4311.0,72
12-2015,8846.0,4325.0,72
01-2016,7811.0,3891.0,72
02-2016,8158.0,3742.0,72
03-2016,7976.0,3945.0,72
04-2016,7461.0,3819.0,72
05-2016,7822.0,3840.0,72
06-2016,8496.0,4203.0,72
07-2016,8391.0,4155.0,72
08-2016,8095.0,4314.0,72
09-2016,8996.0,4008.0,72
10-2016,9276.0,3980.0,72
11-2016,10036.0,4247.0,72
12-2016,9313.0,4110.0,72
01-2014,30523.0,16666.0,73
02-2014,35502.0,19774.0,73
03-2014,40625.0,23787.0,73
04-2014,23825.0,12794.0,73
05-2014,13951.0,6844.0,73
06-2014,11901.0,6362.0,73
07-2014,25266.0,14114.0,73
08-2014,29041.0,17088.0,73
09-2014,15053.0,8041.0,73
10-2014,12699.0,6502.0,73
11-2014,10555.0,5221.0,73
12-2014,24331.0,13285.0,73
01-2015,32010.0,15627.0,73
02-2015,33189.0,20087.0,73
03-2015,34537.0,17753.0,73
04-2015,20594.0,10258.0,73
05-2015,10485.0,5481.0,73
06-2015,11187.0,6185.0,73
07-2015,21901.0,12034.0,73
08-2015,25223.0,13768.0,73
09-2015,13386.0,6519.0,73
10-2015,11360.0,5842.0,73
11-2015,11129.0,4870.0,73
12-2015,20488.0,11878.0,73
01-2016,24393.0,12218.0,73
02-2016,32421.0,16690.0,73
03-2016,31367.0,17441.0,73
04-2016,17321.0,8648.0,73
05-2016,9615.0,4770.0,73
06-2016,10253.0,5269.0,73
07-2016,17617.0,10015.0,73
08-2016,21365.0,12410.0,73
09-2016,11856.0,5539.0,73
10-2016,11541.0,5257.0,73
11-2016,10868.0,4821.0,73
12-2016,22374.0,11907.0,73
01-2014,33737.0,19565.0,74
02-2014,36497.0,21942.0,74
03-2014,43780.0,25174.0,74
04-2014,30094.0,15866.0,74
05-2014,24301.0,12688.0,74
06-2014,23187.0,13287.0,74
07-2014,45058.0,26562.0,74
08-2014,57221.0,34271.0,74
09-2014,30879.0,16353.0,74
10-2014,24651.0,13132.0,74
11-2014,21741.0,10905.0,74
12-2014,33223.0,18182.0,74
01-2015,36546.0,19893.0,74
02-2015,35729.0,22779.0,74
03-2015,35395.0,18753.0,74
04-2015,25040.0,12843.0,74
05-2015,19902.0,10634.0,74
06-2015,21807.0,12423.0,74
07-2015,40499.0,23758.0,74
08-2015,48905.0,28887.0,74
09-2015,26793.0,13477.0,74
10-2015,27407.0,12381.0,74
11-2015,24420.0,10664.0,74
12-2015,30671.0,16056.0,74
01-2016,29292.0,15261.0,74
02-2016,37440.0,19954.0,74
03-2016,33311.0,17856.0,74
04-2016,22494.0,11622.0,74
05-2016,18097.0,9747.0,74
06-2016,20883.0,11667.0,74
07-2016,35182.0,20489.0,74
08-2016,47036.0,27129.0,74
09-2016,25264.0,12076.0,74
10-2016,23335.0,11282.0,74
11-2016,23793.0,10608.0,74
12-2016,30601.0,15874.0,74
01-2014,431071.0,317808.0,75
02-2014,386863.0,279955.0,75
03-2014,434406.0,331206.0,75
04-2014,393620.0,293945.0,75
05-2014,394988.0,285031.0,75
06-2014,358388.0,270461.0,75
07-2014,323874.0,233915.0,75
08-2014,234286.0,163312.0,75
09-2014,380204.0,289690.0,75
10-2014,380696.0,286842.0,75
11-2014,360737.0,272864.0,75
12-2014,353219.0,261630.0,75
01-2015,379351.0,276434.0,75
02-2015,297461.0,221862.0,75
03-2015,322400.0,224220.0,75
04-2015,297550.0,214917.0,75
05-2015,278628.0,202368.0,75
06-2015,303852.0,220611.0,75
07-2015,227501.0,157508.0,75
08-2015,159240.0,108056.0,75
09-2015,290946.0,211588.0,75
10-2015,339977.0,220991.0,75
11-2015,359879.0,227627.0,75
12-2015,332797.0,211036.0,75
01-2016,341809.0,231459.0,75
02-2016,331927.0,229061.0,75
03-2016,328175.0,229776.0,75
04-2016,283948.0,204093.0,75
05-2016,288492.0,201342.0,75
06-2016,310152.0,219289.0,75
07-2016,253533.0,162076.0,75
08-2016,188762.0,124672.0,75
09-2016,296648.0,206967.0,75
10-2016,316372.0,215184.0,75
11-2016,365574.0,239075.0,75
12-2016,321311.0,217456.0,75
01-2014,28041.0,13814.0,76
02-2014,26242.0,12271.0,76
03-2014,28487.0,15336.0,76
04-2014,29187.0,15114.0,76
05-2014,28361.0,13804.0,76
06-2014,24578.0,12528.0,76
07-2014,29812.0,14929.0,76
08-2014,28237.0,15321.0,76
09-2014,26793.0,14547.0,76
10-2014,27435.0,13721.0,76
11-2014,25372.0,12474.0,76
12-2014,25593.0,13093.0,76
01-2015,27992.0,14422.0,76
02-2015,23103.0,12201.0,76
03-2015,22805.0,11306.0,76
04-2015,24848.0,12566.0,76
05-2015,23723.0,11707.0,76
06-2015,24944.0,12488.0,76
07-2015,26960.0,13753.0,76
08-2015,25945.0,13412.0,76
09-2015,24494.0,12286.0,76
10-2015,25659.0,12607.0,76
11-2015,25749.0,12403.0,76
12-2015,24217.0,12132.0,76
01-2016,22907.0,10479.0,76
02-2016,22635.0,10064.0,76
03-2016,23091.0,10597.0,76
04-2016,20793.0,10527.0,76
05-2016,19248.0,10062.0,76
06-2016,20002.0,10755.0,76
07-2016,21707.0,11521.0,76
08-2016,21660.0,12299.0,76
09-2016,21773.0,10727.0,76
10-2016,21674.0,10794.0,76
11-2016,23941.0,11451.0,76
12-2016,22152.0,11131.0,76
01-2014,33022.0,17808.0,77
02-2014,29979.0,15675.0,77
03-2014,33585.0,19328.0,77
04-2014,31857.0,16770.0,77
05-2014,31867.0,16346.0,77
06-2014,29442.0,15566.0,77
07-2014,29749.0,15569.0,77
08-2014,25671.0,14276.0,77
09-2014,29319.0,16551.0,77
10-2014,28456.0,16054.0,77
11-2014,27669.0,15541.0,77
12-2014,28772.0,15879.0,77
01-2015,33127.0,18579.0,77
02-2015,26355.0,15131.0,77
03-2015,29351.0,15767.0,77
04-2015,28652.0,14511.0,77
05-2015,26520.0,14002.0,77
06-2015,27571.0,14442.0,77
07-2015,26921.0,14128.0,77
08-2015,23040.0,12141.0,77
09-2015,26538.0,13933.0,77
10-2015,29492.0,14496.0,77
11-2015,31308.0,14775.0,77
12-2015,28811.0,14657.0,77
01-2016,27337.0,13797.0,77
02-2016,27154.0,12819.0,77
03-2016,25847.0,12698.0,77
04-2016,22625.0,12005.0,77
05-2016,21713.0,11548.0,77
06-2016,23922.0,12138.0,77
07-2016,20872.0,11264.0,77
08-2016,17812.0,10747.0,77
09-2016,24512.0,11904.0,77
10-2016,26415.0,12164.0,77
11-2016,27960.0,13313.0,77
12-2016,25498.0,13081.0,77
01-2014,84854.0,58181.0,78
02-2014,73825.0,50396.0,78
03-2014,87947.0,60929.0,78
04-2014,78011.0,51012.0,78
05-2014,78059.0,51884.0,78
06-2014,70862.0,47233.0,78
07-2014,62230.0,40751.0,78
08-2014,49531.0,33973.0,78
09-2014,74441.0,50577.0,78
10-2014,72588.0,50596.0,78
11-2014,70581.0,50072.0,78
12-2014,72924.0,50400.0,78
01-2015,84920.0,58693.0,78
02-2015,68372.0,47019.0,78
03-2015,74903.0,50770.0,78
04-2015,69464.0,45837.0,78
05-2015,66155.0,44056.0,78
06-2015,71562.0,46300.0,78
07-2015,55769.0,36003.0,78
08-2015,46189.0,29401.0,78
09-2015,66136.0,43733.0,78
10-2015,73613.0,45569.0,78
11-2015,84289.0,48408.0,78
12-2015,81910.0,48120.0,78
01-2016,78521.0,44907.0,78
02-2016,76195.0,42731.0,78
03-2016,72329.0,42016.0,78
04-2016,62803.0,38505.0,78
05-2016,61372.0,37276.0,78
06-2016,66670.0,39898.0,78
07-2016,50803.0,29515.0,78
08-2016,43871.0,26587.0,78
09-2016,59012.0,37100.0,78
10-2016,66121.0,39214.0,78
11-2016,73048.0,44112.0,78
12-2016,69129.0,42398.0,78
01-2014,4060.0,1719.0,79
02-2014,3506.0,1431.0,79
03-2014,4379.0,1969.0,79
04-2014,4209.0,1984.0,79
05-2014,4180.0,1834.0,79
06-2014,3959.0,1677.0,79
07-2014,4877.0,2061.0,79
08-2014,4390.0,2356.0,79
09-2014,4619.0,2081.0,79
10-2014,4563.0,1867.0,79
11-2014,4050.0,1611.0,79
12-2014,4178.0,1700.0,79
01-2015,4674.0,1926.0,79
02-2015,3853.0,1658.0,79
03-2015,3847.0,1540.0,79
04-2015,3781.0,1567.0,79
05-2015,3575.0,1450.0,79
06-2015,3570.0,1546.0,79
07-2015,4153.0,1786.0,79
08-2015,4336.0,1867.0,79
09-2015,4174.0,1670.0,79
10-2015,4973.0,1700.0,79
11-2015,4671.0,1552.0,79
12-2015,3703.0,1525.0,79
01-2016,3554.0,1254.0,79
02-2016,3386.0,1264.0,79
03-2016,3455.0,1317.0,79
04-2016,3482.0,1381.0,79
05-2016,3369.0,1379.0,79
06-2016,3524.0,1495.0,79
07-2016,3619.0,1586.0,79
08-2016,3685.0,1828.0,79
09-2016,3825.0,1536.0,79
10-2016,3728.0,1398.0,79
11-2016,4007.0,1427.0,79
12-2016,3733.0,1415.0,79
01-2014,7581.0,3497.0,80
02-2014,7192.0,3228.0,80
03-2014,8664.0,4192.0,80
04-2014,8345.0,3939.0,80
05-2014,8487.0,3779.0,80
06-2014,7479.0,3484.0,80
07-2014,9715.0,4353.0,80
08-2014,9087.0,4449.0,80
09-2014,9112.0,4159.0,80
10-2014,8366.0,3722.0,80
11-2014,7432.0,3120.0,80
12-2014,7198.0,3374.0,80
01-2015,7786.0,3891.0,80
02-2015,7338.0,3269.0,80
03-2015,7165.0,3133.0,80
04-2015,8137.0,3612.0,80
05-2015,8132.0,3304.0,80
06-2015,8082.0,3452.0,80
07-2015,8582.0,3935.0,80
08-2015,8066.0,3679.0,80
09-2015,7516.0,3326.0,80
10-2015,7457.0,3364.0,80
11-2015,7640.0,3175.0,80
12-2015,7083.0,3193.0,80
01-2016,6668.0,2769.0,80
02-2016,6419.0,2571.0,80
03-2016,6923.0,2857.0,80
04-2016,6555.0,2900.0,80
05-2016,6453.0,2766.0,80
06-2016,6509.0,2987.0,80
07-2016,6924.0,3411.0,80
08-2016,7285.0,3730.0,80
09-2016,6855.0,2945.0,80
10-2016,7250.0,2976.0,80
11-2016,7535.0,3077.0,80
12-2016,6934.0,3010.0,80
01-2014,9188.0,5022.0,81
02-2014,8514.0,4455.0,81
03-2014,9741.0,5595.0,81
04-2014,9544.0,5258.0,81
05-2014,9419.0,5002.0,81
06-2014,8833.0,4569.0,81
07-2014,10394.0,5602.0,81
08-2014,10188.0,5842.0,81
09-2014,9979.0,5424.0,81
10-2014,9674.0,4999.0,81
11-2014,8546.0,4511.0,81
12-2014,8406.0,4759.0,81
01-2015,9805.0,5430.0,81
02-2015,7629.0,4468.0,81
03-2015,8466.0,4656.0,81
04-2015,8843.0,4568.0,81
05-2015,8021.0,4206.0,81
06-2015,8744.0,4539.0,81
07-2015,9853.0,5095.0,81
08-2015,9516.0,5127.0,81
09-2015,9191.0,4650.0,81
10-2015,9114.0,4495.0,81
11-2015,9339.0,4488.0,81
12-2015,7723.0,4190.0,81
01-2016,7016.0,3718.0,81
02-2016,6989.0,3685.0,81
03-2016,7306.0,3750.0,81
04-2016,7877.0,3639.0,81
05-2016,7830.0,3650.0,81
06-2016,8170.0,3941.0,81
07-2016,9125.0,4366.0,81
08-2016,9704.0,4636.0,81
09-2016,9809.0,3876.0,81
10-2016,9855.0,3809.0,81
11-2016,10366.0,4229.0,81
12-2016,9329.0,3928.0,81
01-2014,5704.0,2571.0,82
02-2014,4987.0,2303.0,82
03-2014,5336.0,3022.0,82
04-2014,5847.0,2843.0,82
05-2014,6203.0,2732.0,82
06-2014,4739.0,2436.0,82
07-2014,6320.0,3142.0,82
08-2014,6304.0,3375.0,82
09-2014,6114.0,2931.0,82
10-2014,6046.0,2769.0,82
11-2014,5660.0,2432.0,82
12-2014,5674.0,2501.0,82
01-2015,5958.0,2766.0,82
02-2015,4585.0,2424.0,82
03-2015,5385.0,2405.0,82
04-2015,4930.0,2489.0,82
05-2015,4715.0,2232.0,82
06-2015,4942.0,2538.0,82
07-2015,6165.0,2944.0,82
08-2015,6097.0,2984.0,82
09-2015,5660.0,2562.0,82
10-2015,5490.0,2454.0,82
11-2015,5509.0,2408.0,82
12-2015,4423.0,2224.0,82
01-2016,3703.0,1830.0,82
02-2016,4053.0,1957.0,82
03-2016,4226.0,2061.0,82
04-2016,4411.0,1976.0,82
05-2016,4348.0,1963.0,82
06-2016,4596.0,2225.0,82
07-2016,5533.0,2668.0,82
08-2016,6108.0,2869.0,82
09-2016,5283.0,2199.0,82
10-2016,5227.0,2141.0,82
11-2016,5640.0,2212.0,82
12-2016,5209.0,2049.0,82
01-2014,47645.0,29590.0,83
02-2014,44842.0,27268.0,83
03-2014,54866.0,36144.0,83
04-2014,62135.0,39767.0,83
05-2014,70185.0,41832.0,83
06-2014,71572.0,47512.0,83
07-2014,105034.0,75734.0,83
08-2014,106478.0,80735.0,83
09-2014,89742.0,58189.0,83
10-2014,62568.0,37693.0,83
11-2014,48286.0,27274.0,83
12-2014,46959.0,27335.0,83
01-2015,50226.0,29457.0,83
02-2015,43094.0,27782.0,83
03-2015,47289.0,28292.0,83
04-2015,58151.0,35196.0,83
05-2015,62477.0,36298.0,83
06-2015,72971.0,45437.0,83
07-2015,99215.0,67257.0,83
08-2015,101707.0,69674.0,83
09-2015,81135.0,49377.0,83
10-2015,63860.0,33556.0,83
11-2015,54489.0,25693.0,83
12-2015,46837.0,25363.0,83
01-2016,42458.0,23619.0,83
02-2016,45044.0,24274.0,83
03-2016,47747.0,26194.0,83
04-2016,51762.0,29511.0,83
05-2016,55612.0,32256.0,83
06-2016,62452.0,41402.0,83
07-2016,90249.0,57664.0,83
08-2016,94479.0,63833.0,83
09-2016,72277.0,43706.0,83
10-2016,59691.0,30279.0,83
11-2016,53590.0,25605.0,83
12-2016,46811.0,23467.0,83
01-2014,20530.0,10758.0,84
02-2014,17279.0,9682.0,84
03-2014,20399.0,12531.0,84
04-2014,21696.0,13444.0,84
05-2014,22753.0,12985.0,84
06-2014,22898.0,13517.0,84
07-2014,36300.0,20691.0,84
08-2014,35889.0,21942.0,84
09-2014,27516.0,15099.0,84
10-2014,21877.0,11700.0,84
11-2014,18805.0,10052.0,84
12-2014,19471.0,10804.0,84
01-2015,20938.0,11118.0,84
02-2015,16528.0,9058.0,84
03-2015,17829.0,9910.0,84
04-2015,19999.0,11448.0,84
05-2015,20809.0,11297.0,84
06-2015,23051.0,12444.0,84
07-2015,34365.0,18001.0,84
08-2015,34626.0,18065.0,84
09-2015,25408.0,12489.0,84
10-2015,22455.0,10891.0,84
11-2015,21135.0,9553.0,84
12-2015,19184.0,9608.0,84
01-2016,18369.0,8349.0,84
02-2016,18132.0,8237.0,84
03-2016,18574.0,9091.0,84
04-2016,17942.0,9369.0,84
05-2016,18004.0,9802.0,84
06-2016,19724.0,11395.0,84
07-2016,25499.0,15576.0,84
08-2016,26814.0,16891.0,84
09-2016,22687.0,11106.0,84
10-2016,21087.0,9631.0,84
11-2016,21074.0,9479.0,84
12-2016,18554.0,9064.0,84
01-2014,11649.0,6135.0,85
02-2014,11811.0,5810.0,85
03-2014,13961.0,7780.0,85
04-2014,21198.0,11464.0,85
05-2014,19641.0,9531.0,85
06-2014,18540.0,9950.0,85
07-2014,38788.0,23317.0,85
08-2014,41006.0,27990.0,85
09-2014,23359.0,13115.0,85
10-2014,18200.0,8976.0,85
11-2014,12586.0,6178.0,85
12-2014,12941.0,6291.0,85
01-2015,13095.0,6506.0,85
02-2015,12376.0,6207.0,85
03-2015,13414.0,6397.0,85
04-2015,19616.0,9846.0,85
05-2015,17691.0,8955.0,85
06-2015,18485.0,9870.0,85
07-2015,35321.0,20583.0,85
08-2015,38387.0,23491.0,85
09-2015,21310.0,10530.0,85
10-2015,18078.0,8277.0,85
11-2015,15681.0,5971.0,85
12-2015,12114.0,5740.0,85
01-2016,11475.0,4852.0,85
02-2016,12479.0,5258.0,85
03-2016,12924.0,5817.0,85
04-2016,15781.0,8038.0,85
05-2016,16269.0,7494.0,85
06-2016,17684.0,8771.0,85
07-2016,29721.0,18068.0,85
08-2016,35644.0,22229.0,85
09-2016,20813.0,9541.0,85
10-2016,17925.0,7661.0,85
11-2016,17403.0,6498.0,85
12-2016,14067.0,5607.0,85
01-2014,7250.0,4228.0,86
02-2014,7089.0,3959.0,86
03-2014,8008.0,4857.0,86
04-2014,8265.0,4825.0,86
05-2014,7903.0,4363.0,86
06-2014,7654.0,4221.0,86
07-2014,9393.0,4919.0,86
08-2014,8425.0,5175.0,86
09-2014,8535.0,4827.0,86
10-2014,9116.0,4632.0,86
11-2014,7281.0,3997.0,86
12-2014,7821.0,4212.0,86
01-2015,8327.0,4629.0,86
02-2015,6920.0,3845.0,86
03-2015,7070.0,4024.0,86
04-2015,8037.0,4009.0,86
05-2015,7316.0,3663.0,86
06-2015,7440.0,4066.0,86
07-2015,8283.0,4473.0,86
08-2015,9091.0,4547.0,86
09-2015,8163.0,4266.0,86
10-2015,9110.0,4358.0,86
11-2015,8700.0,4055.0,86
12-2015,7518.0,3990.0,86
01-2016,6926.0,3570.0,86
02-2016,7171.0,3668.0,86
03-2016,7186.0,3703.0,86
04-2016,7482.0,3710.0,86
05-2016,7177.0,3386.0,86
06-2016,7498.0,3604.0,86
07-2016,7608.0,3942.0,86
08-2016,7806.0,4096.0,86
09-2016,8503.0,3629.0,86
10-2016,8439.0,3761.0,86
11-2016,9085.0,3951.0,86
12-2016,8169.0,3712.0,86
01-2014,9949.0,5413.0,87
02-2014,9182.0,4872.0,87
03-2014,10415.0,6179.0,87
04-2014,10586.0,5835.0,87
05-2014,9961.0,5414.0,87
06-2014,9366.0,5088.0,87
07-2014,12861.0,6577.0,87
08-2014,11511.0,6831.0,87
09-2014,10334.0,5891.0,87
10-2014,10969.0,5738.0,87
11-2014,10003.0,4941.0,87
12-2014,9714.0,5260.0,87
01-2015,11975.0,6149.0,87
02-2015,9526.0,5186.0,87
03-2015,10228.0,5240.0,87
04-2015,10624.0,5383.0,87
05-2015,9841.0,4744.0,87
06-2015,9912.0,5192.0,87
07-2015,11270.0,5656.0,87
08-2015,11604.0,5977.0,87
09-2015,10585.0,5276.0,87
10-2015,11697.0,5533.0,87
11-2015,12100.0,5125.0,87
12-2015,10438.0,5131.0,87
01-2016,9076.0,4431.0,87
02-2016,9345.0,4304.0,87
03-2016,9559.0,4522.0,87
04-2016,8958.0,4564.0,87
05-2016,9286.0,4353.0,87
06-2016,9901.0,4731.0,87
07-2016,10766.0,5131.0,87
08-2016,10994.0,5779.0,87
09-2016,11769.0,4872.0,87
10-2016,11408.0,4818.0,87
11-2016,11915.0,4890.0,87
12-2016,10917.0,4712.0,87
01-2014,6708.0,2728.0,88
02-2014,6057.0,2699.0,88
03-2014,7207.0,3122.0,88
04-2014,6722.0,3063.0,88
05-2014,6560.0,2838.0,88
06-2014,6005.0,2692.0,88
07-2014,7466.0,3737.0,88
08-2014,7628.0,4019.0,88
09-2014,7571.0,3223.0,88
10-2014,6807.0,2738.0,88
11-2014,6513.0,2428.0,88
12-2014,6474.0,2595.0,88
01-2015,6670.0,2866.0,88
02-2015,5268.0,2708.0,88
03-2015,5590.0,2409.0,88
04-2015,5389.0,2569.0,88
05-2015,5357.0,2354.0,88
06-2015,5637.0,2651.0,88
07-2015,6182.0,3251.0,88
08-2015,5934.0,3237.0,88
09-2015,5762.0,2539.0,88
10-2015,6485.0,2607.0,88
11-2015,6213.0,2338.0,88
12-2015,5539.0,2441.0,88
01-2016,5171.0,2086.0,88
02-2016,5310.0,2262.0,88
03-2016,5291.0,2172.0,88
04-2016,4721.0,2134.0,88
05-2016,4598.0,1983.0,88
06-2016,4660.0,2130.0,88
07-2016,5396.0,2746.0,88
08-2016,5970.0,3066.0,88
09-2016,5497.0,2349.0,88
10-2016,5628.0,2352.0,88
11-2016,6126.0,2288.0,88
12-2016,5457.0,2387.0,88
01-2014,12018.0,5182.0,89
02-2014,10629.0,4805.0,89
03-2014,11175.0,6078.0,89
04-2014,10903.0,6243.0,89
05-2014,12112.0,6210.0,89
06-2014,11305.0,5899.0,89
07-2014,14287.0,7786.0,89
08-2014,14864.0,8445.0,89
09-2014,13362.0,6593.0,89
10-2014,12319.0,5792.0,89
11-2014,11203.0,4962.0,89
12-2014,10458.0,4951.0,89
01-2015,11252.0,5281.0,89
02-2015,9432.0,4638.0,89
03-2015,9577.0,4545.0,89
04-2015,10303.0,5505.0,89
05-2015,10250.0,5441.0,89
06-2015,10871.0,5634.0,89
07-2015,12190.0,6784.0,89
08-2015,12414.0,7289.0,89
09-2015,11612.0,5539.0,89
10-2015,10808.0,5492.0,89
11-2015,10657.0,4813.0,89
12-2015,9181.0,4787.0,89
01-2016,8683.0,4155.0,89
02-2016,8966.0,4285.0,89
03-2016,9225.0,4606.0,89
04-2016,8833.0,4627.0,89
05-2016,9080.0,4771.0,89
06-2016,9309.0,5041.0,89
07-2016,10594.0,5974.0,89
08-2016,10111.0,6295.0,89
09-2016,10281.0,4945.0,89
10-2016,10463.0,4938.0,89
11-2016,10156.0,4573.0,89
12-2016,9319.0,4544.0,89
01-2014,1901.0,776.0,90
02-2014,1692.0,695.0,90
03-2014,1967.0,962.0,90
04-2014,1859.0,857.0,90
05-2014,1812.0,805.0,90
06-2014,1550.0,732.0,90
07-2014,1773.0,756.0,90
08-2014,1497.0,673.0,90
09-2014,1515.0,748.0,90
10-2014,1394.0,712.0,90
11-2014,1411.0,685.0,90
12-2014,1529.0,739.0,90
01-2015,1700.0,798.0,90
02-2015,1469.0,641.0,90
03-2015,1458.0,711.0,90
04-2015,1471.0,731.0,90
05-2015,1368.0,646.0,90
06-2015,1462.0,713.0,90
07-2015,1601.0,681.0,90
08-2015,1359.0,604.0,90
09-2015,1461.0,691.0,90
10-2015,1509.0,661.0,90
11-2015,1671.0,716.0,90
12-2015,1448.0,731.0,90
01-2016,1395.0,653.0,90
02-2016,1414.0,648.0,90
03-2016,1521.0,701.0,90
04-2016,1421.0,646.0,90
05-2016,1434.0,665.0,90
06-2016,1554.0,663.0,90
07-2016,1544.0,606.0,90
08-2016,1356.0,656.0,90
09-2016,1485.0,644.0,90
10-2016,1534.0,681.0,90
11-2016,1667.0,738.0,90
12-2016,1683.0,699.0,90
01-2014,40191.0,23032.0,91
02-2014,35177.0,19670.0,91
03-2014,40518.0,24014.0,91
04-2014,36978.0,20800.0,91
05-2014,36608.0,20325.0,91
06-2014,33845.0,18749.0,91
07-2014,30883.0,17302.0,91
08-2014,25842.0,14814.0,91
09-2014,35482.0,20124.0,91
10-2014,34802.0,19694.0,91
11-2014,32920.0,18947.0,91
12-2014,33852.0,19130.0,91
01-2015,38296.0,22649.0,91
02-2015,30889.0,18584.0,91
03-2015,32557.0,17657.0,91
04-2015,29929.0,16580.0,91
05-2015,30029.0,16348.0,91
06-2015,31923.0,17117.0,91
07-2015,26183.0,14300.0,91
08-2015,22869.0,12159.0,91
09-2015,29863.0,16682.0,91
10-2015,33390.0,17358.0,91
11-2015,34574.0,17973.0,91
12-2015,31849.0,17228.0,91
01-2016,31207.0,16070.0,91
02-2016,31308.0,15673.0,91
03-2016,29794.0,15416.0,91
04-2016,26397.0,14281.0,91
05-2016,25208.0,13457.0,91
06-2016,26590.0,14325.0,91
07-2016,23063.0,11773.0,91
08-2016,18039.0,10794.0,91
09-2016,26467.0,13469.0,91
10-2016,29335.0,14145.0,91
11-2016,31368.0,15533.0,91
12-2016,28025.0,14622.0,91
01-2014,125487.0,93255.0,92
02-2014,110284.0,81702.0,92
03-2014,131244.0,98118.0,92
04-2014,116649.0,82336.0,92
05-2014,114824.0,81061.0,92
06-2014,105565.0,76152.0,92
07-2014,93599.0,64519.0,92
08-2014,71729.0,48872.0,92
09-2014,109635.0,81566.0,92
10-2014,108912.0,82024.0,92
11-2014,105698.0,80919.0,92
12-2014,108016.0,79608.0,92
01-2015,127436.0,94909.0,92
02-2015,101591.0,75884.0,92
03-2015,112202.0,79520.0,92
04-2015,102301.0,71507.0,92
05-2015,96350.0,68453.0,92
06-2015,103793.0,72897.0,92
